Genotype	Sample	TCRa_reads	Observation_type	Shannon_diversity	Coverage
WT	30903b-047	147616	Rarefaction	4236.18615468972	0.949290904505855
WT	30903b-047	148316	Rarefaction	4238.20183608862	0.94952598496512
WT	30903b-047	149015	Rarefaction	4240.19921874217	0.9497583994933
WT	30903b-047	149715	Rarefaction	4242.18420265666	0.949988841764353
WT	30903b-047	150415	Rarefaction	4244.15409693618	0.950217005902537
WT	30903b-047	151114	Rarefaction	4246.10630070225	0.950442598627991
WT	30903b-047	151814	Rarefaction	4248.04657448243	0.950666292812935
WT	30903b-047	152513	Rarefaction	4249.96954462028	0.950887476300803
WT	30903b-047	153213	Rarefaction	4251.88088612409	0.951106808521631
WT	30903b-047	153913	Rarefaction	4253.77800426893	0.951323997730869
WT	30903b-047	154612	Rarefaction	4255.65838061288	0.95153876401883
WT	30903b-047	155312	Rarefaction	4257.52756311198	0.951751747282643
WT	30903b-047	156011	Rarefaction	4259.38036444047	0.951962364053968
WT	30903b-047	156711	Rarefaction	4261.22224677321	0.952171241627221
WT	30903b-047	157411	Rarefaction	4263.05070513131	0.952378101558013
WT	30903b-047	158110	Rarefaction	4264.86330527607	0.952582676609401
WT	30903b-047	158810	Rarefaction	4266.66538568887	0.952785575757436
WT	30903b-047	159509	Rarefaction	4268.45194679926	0.95298624249551
WT	30903b-047	160209	Rarefaction	4270.22824247237	0.953185273963068
WT	30903b-047	160909	Rarefaction	4271.99185204409	0.953382404331407
WT	30903b-047	161608	Rarefaction	4273.74042694339	0.953577378320592
WT	30903b-047	162308	Rarefaction	4275.47910637478	0.953770775768951
WT	30903b-047	163007	Rarefaction	4277.20306134723	0.953962065749916
WT	30903b-047	163707	Rarefaction	4278.91735876644	0.954151816935848
WT	30903b-047	164407	Rarefaction	4280.61965783091	0.954339775450124
WT	30903b-047	165106	Rarefaction	4282.3076816487	0.954525697355767
WT	30903b-047	165806	Rarefaction	4283.98639258948	0.954710135078
WT	30903b-047	166505	Rarefaction	4285.65111779739	0.95489258179629
WT	30903b-047	167205	Rarefaction	4287.3067479782	0.955073579454611
WT	30903b-047	167905	Rarefaction	4288.95101809	0.95525288543391
WT	30903b-047	168604	Rarefaction	4290.58172308208	0.955430266572368
WT	30903b-047	169304	Rarefaction	4292.20364911054	0.955606249437199
WT	30903b-047	170003	Rarefaction	4293.81228371695	0.955780350033394
WT	30903b-047	170703	Rarefaction	4295.41234372576	0.955953085095538
WT	30903b-047	171403	Rarefaction	4297.00163514965	0.956124222679303
WT	30903b-047	172102	Rarefaction	4298.57802506919	0.95629353980037
WT	30903b-047	172802	Rarefaction	4300.14613544621	0.956461538710642
WT	30903b-047	173501	Rarefaction	4301.70159621633	0.956627756977797
WT	30903b-047	174201	Rarefaction	4303.2489658381	0.956792687504224
WT	30903b-047	174901	Rarefaction	4304.7861218462	0.956956108558615
WT	30903b-047	175600	Rarefaction	4306.3109921188	0.957117806735673
WT	30903b-047	176300	Rarefaction	4307.82804802074	0.957278261365263
WT	30903b-047	176999	Rarefaction	4309.33305441782	0.957437030392519
WT	30903b-047	177699	Rarefaction	4310.83042039385	0.957594584309512
WT	30903b-047	178399	Rarefaction	4312.31808662728	0.957750710963246
WT	30903b-047	179098	Rarefaction	4313.79404753045	0.957905206113222
WT	30903b-047	179798	Rarefaction	4315.26262321579	0.958058527409923
WT	30903b-047	180497	Rarefaction	4316.71971268907	0.958210252120156
WT	30903b-047	181197	Rarefaction	4318.16958177048	0.958360829534292
WT	30903b-047	181897	Rarefaction	4319.61023102101	0.958510056621559
WT	30903b-047	182596	Rarefaction	4321.0397146871	0.95865773782372
WT	30903b-047	183296	Rarefaction	4322.46221669282	0.958804310279199
WT	30903b-047	183995	Rarefaction	4323.87375894803	0.958949369589936
WT	30903b-047	184695	Rarefaction	4325.27847019764	0.959093345020927
WT	30903b-047	185395	Rarefaction	4326.67441095955	0.959236042150748
WT	30903b-047	186094	Rarefaction	4328.05969456952	0.959377273684064
WT	30903b-047	186794	Rarefaction	4329.4383698384	0.959517457420831
WT	30903b-047	187493	Rarefaction	4330.80657930109	0.959656206289336
WT	30903b-047	188193	Rarefaction	4332.16832239863	0.959793930588221
WT	30903b-047	188893	Rarefaction	4333.52171543843	0.959930444141941
WT	30903b-047	189592	Rarefaction	4334.86492755919	0.960065567480831
WT	30903b-047	190292	Rarefaction	4336.20187834736	0.960199700038689
WT	30903b-047	190991	Rarefaction	4337.52882883691	0.960332471229597
WT	30903b-047	191691	Rarefaction	4338.84965305395	0.960464273437271
WT	30903b-047	192391	Rarefaction	4340.1625219297	0.960594928267167
WT	30903b-047	193090	Rarefaction	4341.46565645486	0.960724263670546
WT	30903b-047	193790	Rarefaction	4342.76285461807	0.960852661782191
WT	30903b-047	194489	Rarefaction	4344.05048803819	0.960979767581535
WT	30903b-047	195189	Rarefaction	4345.33231328354	0.961105956527392
WT	30903b-047	195889	Rarefaction	4346.60655495874	0.961231057569955
WT	30903b-047	196588	Rarefaction	4347.87147854464	0.961354905774059
WT	30903b-047	197288	Rarefaction	4349.13077484054	0.961477866823434
WT	30903b-047	197987	Rarefaction	4350.38091447951	0.961599600554519
WT	30903b-047	198687	Rarefaction	4351.62554270572	0.961720466292357
WT	30903b-047	199387	Rarefaction	4352.86293411255	0.96184030007277
WT	30903b-047	200086	Rarefaction	4354.09140475431	0.961958943656629
WT	30903b-047	200786	Rarefaction	4355.31453231801	0.962076747148846
WT	30903b-047	201485	Rarefaction	4356.52888835349	0.962193384465356
WT	30903b-047	202185	Rarefaction	4357.73801366512	0.962309199730033
WT	30903b-047	202885	Rarefaction	4358.94022671099	0.962424035607415
WT	30903b-047	203584	Rarefaction	4360.13388976403	0.962537740301332
WT	30903b-047	204284	Rarefaction	4361.32247964237	0.962650649128077
WT	30903b-047	204983	Rarefaction	4362.50266063853	0.962762449395787
WT	30903b-047	205683	Rarefaction	4363.6778719129	0.962873470727946
WT	30903b-047	206383	Rarefaction	4364.84647794366	0.96298356221187
WT	30903b-047	207082	Rarefaction	4366.0068870413	0.963092578083203
WT	30903b-047	207782	Rarefaction	4367.16247023705	0.963200839688595
WT	30903b-047	208481	Rarefaction	4368.30999049676	0.963308047016855
WT	30903b-047	209181	Rarefaction	4369.45278437189	0.963414516019153
WT	30903b-047	209881	Rarefaction	4370.58926274137	0.963520101787133
WT	30903b-047	210580	Rarefaction	4371.71787256175	0.963624664364052
WT	30903b-047	211280	Rarefaction	4372.84189478273	0.963728511833996
WT	30903b-047	211979	Rarefaction	4373.95817753313	0.963831356206557
WT	30903b-047	212679	Rarefaction	4375.06996388298	0.963933500490551
WT	30903b-047	213379	Rarefaction	4376.17570730406	0.964034805481643
WT	30903b-047	214078	Rarefaction	4377.27389280644	0.964135136754119
WT	30903b-047	214778	Rarefaction	4378.36771643385	0.964234789757527
WT	30903b-047	215477	Rarefaction	4379.45410143486	0.96433348802044
WT	30903b-047	216177	Rarefaction	4380.53620898448	0.964431522152759
WT	30903b-047	216877	Rarefaction	4381.61253024736	0.964528758483139
WT	30903b-047	217576	Rarefaction	4382.6815898456	0.964625067789342
WT	30903b-047	218276	Rarefaction	4383.74649445469	0.964720733551129
WT	30903b-047	218975	Rarefaction	4384.80425096582	0.964815490231278
WT	30903b-047	219675	Rarefaction	4385.85793245186	0.964909616696615
WT	30903b-047	220375	Rarefaction	4386.90606925785	0.965002984488773
WT	30903b-047	221074	Rarefaction	4387.94722462996	0.965095469389353
WT	30903b-047	221774	Rarefaction	4388.98442181574	0.965187343498987
WT	30903b-047	222473	Rarefaction	4390.01474234646	0.965278351657179
WT	30903b-047	223173	Rarefaction	4391.04118165431	0.965368761605293
WT	30903b-047	223873	Rarefaction	4392.06230587136	0.965458449847257
WT	30903b-047	224572	Rarefaction	4393.0767101973	0.965547296892704
WT	30903b-047	225272	Rarefaction	4394.0873423796	0.965635564044788
WT	30903b-047	225971	Rarefaction	4395.09135871363	0.965723006077115
WT	30903b-047	226671	Rarefaction	4396.09167438001	0.965809880064722
WT	30903b-047	227371	Rarefaction	4397.08688963958	0.96589606725601
WT	30903b-047	228070	Rarefaction	4398.0756365779	0.965981452735994
WT	30903b-047	228770	Rarefaction	4399.06078571902	0.966066287502448
WT	30903b-047	229469	Rarefaction	4400.03956270631	0.966150335716574
WT	30903b-047	230169	Rarefaction	4401.01480866395	0.966233844431694
WT	30903b-047	230869	Rarefaction	4401.98516231229	0.966316699354181
WT	30903b-047	231568	Rarefaction	4402.94928400529	0.966398789916477
WT	30903b-047	232268	Rarefaction	4403.90997315754	0.966480357305475
WT	30903b-047	232967	Rarefaction	4404.86452320178	0.966561174715258
WT	30903b-047	233667	Rarefaction	4405.81570277391	0.966641479540943
WT	30903b-047	234367	Rarefaction	4406.76218125253	0.966721161833155
WT	30903b-047	235066	Rarefaction	4407.70265509923	0.966800115130517
WT	30903b-047	235766	Rarefaction	4408.63985128542	0.966878571292573
WT	30903b-047	236465	Rarefaction	4409.57112958805	0.966956312074546
WT	30903b-047	237165	Rarefaction	4410.49918860479	0.967033565760606
WT	30903b-047	237865	Rarefaction	4411.42273171942	0.967110226477967
WT	30903b-047	238564	Rarefaction	4412.34048281429	0.967186191706514
WT	30903b-047	239264	Rarefaction	4413.25510367009	0.967261684441297
WT	30903b-047	239963	Rarefaction	4414.16401610987	0.967336494599994
WT	30903b-047	240663	Rarefaction	4415.06985503808	0.967410841730063
WT	30903b-047	241363	Rarefaction	4415.97134977697	0.967484623917073
WT	30903b-047	242062	Rarefaction	4416.86725658765	0.967557742366968
WT	30903b-047	242762	Rarefaction	4417.76017111718	0.967630411638146
WT	30903b-047	243461	Rarefaction	4418.64757817593	0.967702429418879
WT	30903b-047	244161	Rarefaction	4419.53204484527	0.967774006998076
WT	30903b-047	244861	Rarefaction	4420.41233536116	0.967845046156716
WT	30903b-047	245560	Rarefaction	4421.28722976743	0.967915451687679
WT	30903b-047	246260	Rarefaction	4422.15926398746	0.967985430127461
WT	30903b-047	246959	Rarefaction	4423.02597886923	0.968054786547409
WT	30903b-047	247659	Rarefaction	4423.88988464313	0.968123724363429
WT	30903b-047	248359	Rarefaction	4424.74976895768	0.968192148916102
WT	30903b-047	249058	Rarefaction	4425.60444191854	0.968259968429766
WT	30903b-047	249758	Rarefaction	4426.45637993802	0.968327381748374
WT	30903b-047	250457	Rarefaction	4427.30317806114	0.968394201036822
WT	30903b-047	251157	Rarefaction	4428.14728901904	0.968460622182488
WT	30903b-047	251857	Rarefaction	4428.98752672534	0.968526553922956
WT	30903b-047	252556	Rarefaction	4429.82272793639	0.968591907732585
WT	30903b-047	253256	Rarefaction	4430.6553131376	0.968656875176858
WT	30903b-047	253955	Rarefaction	4431.48293053302	0.968721275143501
WT	30903b-047	254655	Rarefaction	4432.30797429931	0.968785296372131
WT	30903b-047	255355	Rarefaction	4433.12928901247	0.968848850830625
WT	30903b-047	256054	Rarefaction	4433.94573330002	0.968911853113463
WT	30903b-047	256754	Rarefaction	4434.75967377066	0.968974487817172
WT	30903b-047	257453	Rarefaction	4435.5688076728	0.96903658027199
WT	30903b-047	258153	Rarefaction	4436.37547929635	0.969098312387515
WT	30903b-047	258853	Rarefaction	4437.17855553378	0.969159599211956
WT	30903b-047	259552	Rarefaction	4437.97692169397	0.96922035834124
WT	30903b-047	260252	Rarefaction	4438.77288844945	0.969280767701188
WT	30903b-047	260951	Rarefaction	4439.56420699465	0.969340658775167
WT	30903b-047	261651	Rarefaction	4440.35316564773	0.9694002069729
WT	30903b-047	262351	Rarefaction	4441.13865636689	0.969459330283171
WT	30903b-047	263050	Rarefaction	4441.91958972018	0.969517949137089
WT	30903b-047	263750	Rarefaction	4442.69822318558	0.969576235149184
WT	30903b-047	264449	Rarefaction	4443.47235791249	0.969634025648835
WT	30903b-047	265149	Rarefaction	4444.24423205088	0.969691489849044
WT	30903b-047	265849	Rarefaction	4445.01276076412	0.96974854854785
WT	30903b-047	266548	Rarefaction	4445.77687630815	0.969805124876314
WT	30903b-047	267248	Rarefaction	4446.53878705521	0.969861384437524
WT	30903b-047	267947	Rarefaction	4447.29634189793	0.969917170146304
WT	30903b-047	268647	Rarefaction	4448.05172857191	0.969972645272562
WT	30903b-047	269347	Rarefaction	4448.80388678208	0.970027733335403
WT	30903b-047	270046	Rarefaction	4449.55177065385	0.970082360046682
WT	30903b-047	270746	Rarefaction	4450.29753886782	0.9701366852308
WT	30903b-047	271445	Rarefaction	4451.03908989602	0.970190557175285
WT	30903b-047	272145	Rarefaction	4451.7785603468	0.970244133479042
WT	30903b-047	272845	Rarefaction	4452.51491092284	0.97029734024829
WT	30903b-047	273544	Rarefaction	4453.24712131379	0.970350105641059
WT	30903b-047	274244	Rarefaction	4453.97730366688	0.970402584022522
WT	30903b-047	274943	Rarefaction	4454.70339473532	0.970454628748922
WT	30903b-047	275643	Rarefaction	4455.42749299678	0.970506392054623
WT	30903b-047	276343	Rarefaction	4456.1485775162	0.970557802483178
WT	30903b-047	277042	Rarefaction	4456.86564521671	0.970608790556627
WT	30903b-047	277742	Rarefaction	4457.58077011045	0.970659505395577
WT	30903b-047	278441	Rarefaction	4458.29192563701	0.970709805246157
WT	30903b-047	279141	Rarefaction	4459.001170396	0.970759837178226
WT	30903b-047	279841	Rarefaction	4459.7075010884	0.970809532071273
WT	30903b-047	280540	Rarefaction	4460.40993622748	0.970858822752657
WT	30903b-047	281240	Rarefaction	4461.11050777432	0.970907853283417
WT	30903b-047	281939	Rarefaction	4461.80722810901	0.970956486584257
WT	30903b-047	282639	Rarefaction	4462.50211268289	0.971004864815349
WT	30903b-047	283339	Rarefaction	4463.19418165449	0.971052921091322
WT	30903b-047	284038	Rarefaction	4463.88246974022	0.971100590414185
WT	30903b-047	284738	Rarefaction	4464.56896680735	0.971148012032854
WT	30903b-047	285437	Rarefaction	4465.25172848047	0.971195053368326
WT	30903b-047	286137	Rarefaction	4465.9327262329	0.971241851825021
WT	30903b-047	286837	Rarefaction	4466.61100221377	0.971288342707466
WT	30903b-047	287536	Rarefaction	4467.28560752135	0.971334463060255
WT	30903b-047	288236	Rarefaction	4467.95849223888	0.971380347579335
WT	30903b-047	288935	Rarefaction	4468.62775047618	0.971425867912016
WT	30903b-047	289635	Rarefaction	4469.29531529111	0.971471157009086
WT	30903b-047	290335	Rarefaction	4469.96024369727	0.971516152223915
WT	30903b-047	291034	Rarefaction	4470.62160935123	0.97156079254928
WT	30903b-047	291734	Rarefaction	4471.2813210983	0.971605208335491
WT	30903b-047	292433	Rarefaction	4471.93751186366	0.97164927530178
WT	30903b-047	293133	Rarefaction	4472.59207527373	0.971693122095527
WT	30903b-047	293833	Rarefaction	4473.24408581841	0.971736688035192
WT	30903b-047	294532	Rarefaction	4473.89263525855	0.971779913999522
WT	30903b-047	295232	Rarefaction	4474.53959705547	0.97182292620316
WT	30903b-047	295931	Rarefaction	4475.18313366106	0.971865604192072
WT	30903b-047	296631	Rarefaction	4475.82510893196	0.971908072574215
WT	30903b-047	297331	Rarefaction	4476.46461207158	0.971950272509407
WT	30903b-047	298030	Rarefaction	4477.10075152171	0.971992146719052
WT	30903b-047	298730	Rarefaction	4477.73536198721	0.972033817374656
WT	30903b-047	299429	Rarefaction	4478.36664789992	0.972075167807361
WT	30903b-047	300129	Rarefaction	4478.99642972217	0.972116318660111
WT	30903b-047	300829	Rarefaction	4479.62381713678	0.972157212906145
WT	30903b-047	301528	Rarefaction	4480.24793362094	0.972197794975816
WT	30903b-047	302228	Rarefaction	4480.87058190263	0.972238183278371
WT	30903b-047	302927	Rarefaction	4481.48999615023	0.972278264636006
WT	30903b-047	303627	Rarefaction	4482.10796351779	0.972318155995051
WT	30903b-047	304327	Rarefaction	4482.7236107135	0.972357802041342
WT	30903b-047	305026	Rarefaction	4483.33607841453	0.972397148859684
WT	30903b-047	305726	Rarefaction	4483.94713176604	0.972436311194377
WT	30903b-047	306425	Rarefaction	4484.55503917746	0.972475179286073
WT	30903b-047	307125	Rarefaction	4485.16155519762	0.972513866504942
WT	30903b-047	307825	Rarefaction	4485.76582235579	0.972552319163485
WT	30903b-047	308524	Rarefaction	4486.36699596511	0.972590484936364
WT	30903b-047	309224	Rarefaction	4486.96680832943	0.972628475090542
WT	30903b-047	309923	Rarefaction	4487.56355990243	0.972666183134403
WT	30903b-047	310623	Rarefaction	4488.15897367817	0.972703718984791
WT	30903b-047	311323	Rarefaction	4488.75220406926	0.972741030558519
WT	30903b-047	312022	Rarefaction	4489.3424247805	0.972778067004205
WT	30903b-047	312722	Rarefaction	4489.93133514689	0.97281493630102
WT	30903b-047	313421	Rarefaction	4490.51726848235	0.972851535035323
WT	30903b-047	314121	Rarefaction	4491.10191079289	0.972887969871865
WT	30903b-047	314821	Rarefaction	4491.68443763307	0.972924190222353
WT	30903b-047	315520	Rarefaction	4492.26403275066	0.972960146704633
WT	30903b-047	316220	Rarefaction	4492.84236685046	0.972995944087972
WT	30903b-047	316919	Rarefaction	4493.41780177628	0.973031481948809
WT	30903b-047	317619	Rarefaction	4493.99199489656	0.973066863823231
WT	30903b-047	318319	Rarefaction	4494.56413273981	0.973102040551388
WT	30903b-047	319018	Rarefaction	4495.13341718423	0.973136964141772
WT	30903b-047	319718	Rarefaction	4495.70148725022	0.973171736332937
WT	30903b-047	320417	Rarefaction	4496.26673259248	0.97320625952935
WT	30903b-047	321117	Rarefaction	4496.83078285282	0.973240634277857
WT	30903b-047	321817	Rarefaction	4497.39283732475	0.973274812827864
WT	30903b-047	322516	Rarefaction	4497.95211213973	0.97330874847416
WT	30903b-047	323216	Rarefaction	4498.51021745036	0.973342540039622
WT	30903b-047	323915	Rarefaction	4499.06557053904	0.97337609268997
WT	30903b-047	324615	Rarefaction	4499.61977134085	0.973409504101394
WT	30903b-047	325315	Rarefaction	4500.17203614022	0.973442727802386
WT	30903b-047	326014	Rarefaction	4500.7215906139	0.973475718403892
WT	30903b-047	326714	Rarefaction	4501.27001866673	0.97350857193062
WT	30903b-047	327413	Rarefaction	4501.81576421656	0.973541196138569
WT	30903b-047	328113	Rarefaction	4502.36039941597	0.973573685980735
WT	30903b-047	328813	Rarefaction	4502.90315354843	0.973605996259436
WT	30903b-047	329512	Rarefaction	4503.44326637256	0.973638082766252
WT	30903b-047	330212	Rarefaction	4503.98229292287	0.973670038880567
WT	30903b-047	330911	Rarefaction	4504.51870472795	0.973701774863574
WT	30903b-047	331611	Rarefaction	4505.05404689199	0.973733383038482
WT	30903b-047	332311	Rarefaction	4505.58756033674	0.973764819402352
WT	30903b-047	333010	Rarefaction	4506.11849795042	0.973796040933492
WT	30903b-047	333710	Rarefaction	4506.6483891993	0.973827138466352
WT	30903b-047	334409	Rarefaction	4507.17573015258	0.973858024609425
